('japan', 'nicholas burbules', {'weight': 0.6})
('philosophy of education', 'david g. hebert', {'weight': 0.6})
('philosophy of education', 'torsten husen', {'weight': 0.6})
('philosophy of education', 'secondary education', {'weight': 0.6})
('philosophy of education', 'unesco', {'weight': 0.6})
('philosophy of education', 'andy hargreaves (academic)', {'weight': 0.6})
('philosophy of education', 'comparative sociology', {'weight': 0.6})
('philosophy of education', 'national diet library', {'weight': 0.6})
('philosophy of education', 'mark bray', {'weight': 0.6})
('philosophy of education', 'current issues in comparative education', {'weight': 0.6})
('philosophy of education', 'international society for comparative adult education', {'weight': 0.6})
('philosophy of education', 'comparative education review', {'weight': 0.6})
('philosophy of education', 'philosophy by field', {'weight': 0.5})
('torsten husen', 'nicholas burbules', {'weight': 0.6})
('torsten husen', 'united states', {'weight': 0.6})
('torsten husen', 'comparative research', {'weight': 0.6})
('torsten husen', 'timss', {'weight': 0.6})
('torsten husen', 'japan', {'weight': 0.6})
('torsten husen', 'education', {'weight': 0.6})
('torsten husen', 'fernando reimers', {'weight': 0.6})
('torsten husen', 'carlos alberto torres (academic)', {'weight': 0.6})
('torsten husen', 'pisa', {'weight': 0.6})
('torsten husen', 'france', {'weight': 0.6})
('torsten husen', 'harold j. noah', {'weight': 0.6})
('torsten husen', 'international education', {'weight': 0.6})
('torsten husen', 'international society for comparative adult education', {'weight': 0.6})
('torsten husen', 'world council for comparative education societies', {'weight': 0.6})
('torsten husen', 'john w. meyer', {'weight': 0.6})
('torsten husen', 'kenneth leithwood', {'weight': 0.6})
('torsten husen', 'authority control', {'weight': 0.6})
('torsten husen', 'david g. hebert', {'weight': 0.6})
('torsten husen', 'torsten husen', {'weight': 1})
('torsten husen', 'secondary education', {'weight': 0.6})
('torsten husen', 'unesco', {'weight': 0.6})
('torsten husen', 'andy hargreaves (academic)', {'weight': 0.6})
('torsten husen', 'comparative sociology', {'weight': 0.6})
('torsten husen', 'national diet library', {'weight': 0.6})
('torsten husen', 'mark bray', {'weight': 0.6})
('torsten husen', 'current issues in comparative education', {'weight': 0.6})
('torsten husen', 'comparative education review', {'weight': 0.6})
('unesco', 'nicholas burbules', {'weight': 0.6})
('unesco', 'international educational organizations', {'weight': 0.5})
('unesco', 'pisa', {'weight': 0.6})
('unesco', 'united states', {'weight': 0.6})
('unesco', 'comparative research', {'weight': 0.6})
('unesco', 'international cultural organizations', {'weight': 0.5})
('unesco', 'timss', {'weight': 0.6})
('unesco', 'japan', {'weight': 0.6})
('unesco', 'education', {'weight': 0.6})
('unesco', 'world council for comparative education societies', {'weight': 0.6})
('unesco', 'international scientific organizations', {'weight': 0.5})
('unesco', 'carlos alberto torres (academic)', {'weight': 0.6})
('unesco', 'torsten husen', {'weight': 0.6})
('unesco', 'heritage organizations', {'weight': 0.5})
('unesco', 'france', {'weight': 0.6})
('unesco', 'harold j. noah', {'weight': 0.6})
('unesco', 'international education', {'weight': 0.6})
('unesco', 'international society for comparative adult education', {'weight': 0.6})
('unesco', 'fernando reimers', {'weight': 0.6})
('unesco', 'john w. meyer', {'weight': 0.6})
('unesco', 'kenneth leithwood', {'weight': 0.6})
('unesco', 'authority control', {'weight': 0.6})
('unesco', 'david g. hebert', {'weight': 0.6})
('unesco', 'united nations development group', {'weight': 0.5})
('unesco', 'organizations established in 1945', {'weight': 0.5})
('unesco', 'unesco', {'weight': 1})
('unesco', 'andy hargreaves (academic)', {'weight': 0.6})
('unesco', 'secondary education', {'weight': 0.6})
('unesco', 'comparative sociology', {'weight': 0.6})
('unesco', 'organizations based in paris', {'weight': 0.5})
('unesco', 'national diet library', {'weight': 0.6})
('unesco', 'mark bray', {'weight': 0.6})
('unesco', 'united nations specialized agencies', {'weight': 0.5})
('unesco', 'current issues in comparative education', {'weight': 0.6})
('unesco', 'comparative education review', {'weight': 0.6})
('unesco', 'conservation and restoration organizations', {'weight': 0.5})
('current issues in comparative education', 'nicholas burbules', {'weight': 0.6})
('current issues in comparative education', 'united states', {'weight': 0.6})
('current issues in comparative education', 'comparative research', {'weight': 0.6})
('current issues in comparative education', 'timss', {'weight': 0.6})
('current issues in comparative education', 'japan', {'weight': 0.6})
('current issues in comparative education', 'education', {'weight': 0.6})
('current issues in comparative education', 'fernando reimers', {'weight': 0.6})
('current issues in comparative education', 'carlos alberto torres (academic)', {'weight': 0.6})
('current issues in comparative education', 'pisa', {'weight': 0.6})
('current issues in comparative education', 'france', {'weight': 0.6})
('current issues in comparative education', 'harold j. noah', {'weight': 0.6})
('current issues in comparative education', 'international education', {'weight': 0.6})
('current issues in comparative education', 'international society for comparative adult education', {'weight': 0.6})
('current issues in comparative education', 'world council for comparative education societies', {'weight': 0.6})
('current issues in comparative education', 'john w. meyer', {'weight': 0.6})
('current issues in comparative education', 'kenneth leithwood', {'weight': 0.6})
('current issues in comparative education', 'authority control', {'weight': 0.6})
('current issues in comparative education', 'david g. hebert', {'weight': 0.6})
('current issues in comparative education', 'torsten husen', {'weight': 0.6})
('current issues in comparative education', 'secondary education', {'weight': 0.6})
('current issues in comparative education', 'unesco', {'weight': 0.6})
('current issues in comparative education', 'andy hargreaves (academic)', {'weight': 0.6})
('current issues in comparative education', 'comparative sociology', {'weight': 0.6})
('current issues in comparative education', 'national diet library', {'weight': 0.6})
('current issues in comparative education', 'mark bray', {'weight': 0.6})
('current issues in comparative education', 'current issues in comparative education', {'weight': 1})
('current issues in comparative education', 'comparative education review', {'weight': 0.6})
('comparative education', 'nicholas burbules', {'weight': 0.6})
('comparative education', 'united states', {'weight': 0.6})
('comparative education', 'comparative research', {'weight': 0.7})
('comparative education', 'timss', {'weight': 0.6})
('comparative education', 'japan', {'weight': 0.6})
('comparative education', 'education', {'weight': 0.6})
('comparative education', 'world council for comparative education societies', {'weight': 0.7})
('comparative education', 'carlos alberto torres (academic)', {'weight': 0.6})
('comparative education', 'philosophy of education', {'weight': 0.5})
('comparative education', 'pisa', {'weight': 0.6})
('comparative education', 'france', {'weight': 0.6})
('comparative education', 'harold j. noah', {'weight': 0.6})
('comparative education', 'international education', {'weight': 0.6})
('comparative education', 'international society for comparative adult education', {'weight': 0.7})
('comparative education', 'fernando reimers', {'weight': 0.6})
('comparative education', 'john w. meyer', {'weight': 0.6})
('comparative education', 'kenneth leithwood', {'weight': 0.6})
('comparative education', 'authority control', {'weight': 0.6})
('comparative education', 'david g. hebert', {'weight': 0.6})
('comparative education', 'torsten husen', {'weight': 0.6})
('comparative education', 'secondary education', {'weight': 0.6})
('comparative education', 'unesco', {'weight': 0.6})
('comparative education', 'andy hargreaves (academic)', {'weight': 0.6})
('comparative education', 'comparative sociology', {'weight': 0.6})
('comparative education', 'national diet library', {'weight': 0.6})
('comparative education', 'mark bray', {'weight': 0.6})
('comparative education', 'current issues in comparative education', {'weight': 0.6})
('comparative education', 'comparative education', {'weight': 1})
('comparative education', 'education by subject', {'weight': 0.5})
('comparative education', 'comparative education review', {'weight': 0.7})
('timss', 'nicholas burbules', {'weight': 0.6})
('timss', 'united states', {'weight': 0.6})
('timss', 'comparative research', {'weight': 0.6})
('timss', 'timss', {'weight': 1})
('timss', 'japan', {'weight': 0.6})
('timss', 'education', {'weight': 0.6})
('timss', 'fernando reimers', {'weight': 0.6})
('timss', 'carlos alberto torres (academic)', {'weight': 0.6})
('timss', 'pisa', {'weight': 0.6})
('timss', 'france', {'weight': 0.6})
('timss', 'harold j. noah', {'weight': 0.6})
('timss', 'international education', {'weight': 0.6})
('timss', 'international society for comparative adult education', {'weight': 0.6})
('timss', 'world council for comparative education societies', {'weight': 0.6})
('timss', 'john w. meyer', {'weight': 0.6})
('timss', 'kenneth leithwood', {'weight': 0.6})
('timss', 'authority control', {'weight': 0.6})
('timss', 'david g. hebert', {'weight': 0.6})
('timss', 'torsten husen', {'weight': 0.6})
('timss', 'secondary education', {'weight': 0.6})
('timss', 'unesco', {'weight': 0.6})
('timss', 'andy hargreaves (academic)', {'weight': 0.6})
('timss', 'comparative sociology', {'weight': 0.6})
('timss', 'national diet library', {'weight': 0.6})
('timss', 'mark bray', {'weight': 0.6})
('timss', 'current issues in comparative education', {'weight': 0.6})
('timss', 'comparative education review', {'weight': 0.6})
('pisa', 'nicholas burbules', {'weight': 0.6})
('pisa', 'communes of the province of pisa', {'weight': 0.5})
('pisa', 'united states', {'weight': 0.6})
('pisa', 'comparative research', {'weight': 0.6})
('pisa', 'timss', {'weight': 0.6})
('pisa', 'japan', {'weight': 0.6})
('pisa', 'education', {'weight': 0.6})
('pisa', 'world council for comparative education societies', {'weight': 0.6})
('pisa', 'carlos alberto torres (academic)', {'weight': 0.6})
('pisa', 'gothic sites in tuscany', {'weight': 0.5})
('pisa', 'pisa', {'weight': 1})
('pisa', 'france', {'weight': 0.6})
('pisa', 'harold j. noah', {'weight': 0.6})
('pisa', 'international education', {'weight': 0.6})
('pisa', 'international society for comparative adult education', {'weight': 0.6})
('pisa', 'fernando reimers', {'weight': 0.6})
('pisa', 'cities and towns in tuscany', {'weight': 0.5})
('pisa', 'john w. meyer', {'weight': 0.6})
('pisa', 'kenneth leithwood', {'weight': 0.6})
('pisa', 'authority control', {'weight': 0.6})
('pisa', 'david g. hebert', {'weight': 0.6})
('pisa', 'torsten husen', {'weight': 0.6})
('pisa', 'secondary education', {'weight': 0.6})
('pisa', 'unesco', {'weight': 0.6})
('pisa', 'andy hargreaves (academic)', {'weight': 0.6})
('pisa', 'comparative sociology', {'weight': 0.6})
('pisa', 'romanesque architecture in tuscany', {'weight': 0.5})
('pisa', 'national diet library', {'weight': 0.6})
('pisa', 'populated coastal places in italy', {'weight': 0.5})
('pisa', 'mark bray', {'weight': 0.6})
('pisa', 'current issues in comparative education', {'weight': 0.6})
('pisa', 'comparative education review', {'weight': 0.6})
('fernando reimers', 'nicholas burbules', {'weight': 0.6})
('fernando reimers', 'united states', {'weight': 0.6})
('fernando reimers', 'comparative research', {'weight': 0.6})
('fernando reimers', 'timss', {'weight': 0.6})
('fernando reimers', 'japan', {'weight': 0.6})
('fernando reimers', 'education', {'weight': 0.6})
('fernando reimers', 'fernando reimers', {'weight': 1})
('fernando reimers', 'carlos alberto torres (academic)', {'weight': 0.6})
('fernando reimers', 'pisa', {'weight': 0.6})
('fernando reimers', 'france', {'weight': 0.6})
('fernando reimers', 'harold j. noah', {'weight': 0.6})
('fernando reimers', 'international education', {'weight': 0.6})
('fernando reimers', 'international society for comparative adult education', {'weight': 0.6})
('fernando reimers', 'world council for comparative education societies', {'weight': 0.6})
('fernando reimers', 'john w. meyer', {'weight': 0.6})
('fernando reimers', 'kenneth leithwood', {'weight': 0.6})
('fernando reimers', 'authority control', {'weight': 0.6})
('fernando reimers', 'david g. hebert', {'weight': 0.6})
('fernando reimers', 'torsten husen', {'weight': 0.6})
('fernando reimers', 'secondary education', {'weight': 0.6})
('fernando reimers', 'unesco', {'weight': 0.6})
('fernando reimers', 'andy hargreaves (academic)', {'weight': 0.6})
('fernando reimers', 'comparative sociology', {'weight': 0.6})
('fernando reimers', 'national diet library', {'weight': 0.6})
('fernando reimers', 'mark bray', {'weight': 0.6})
('fernando reimers', 'current issues in comparative education', {'weight': 0.6})
('fernando reimers', 'comparative education review', {'weight': 0.6})
('kenneth leithwood', 'nicholas burbules', {'weight': 0.6})
('kenneth leithwood', 'united states', {'weight': 0.6})
('kenneth leithwood', 'comparative research', {'weight': 0.6})
('kenneth leithwood', 'timss', {'weight': 0.6})
('kenneth leithwood', 'japan', {'weight': 0.6})
('kenneth leithwood', 'education', {'weight': 0.6})
('kenneth leithwood', 'fernando reimers', {'weight': 0.6})
('kenneth leithwood', 'carlos alberto torres (academic)', {'weight': 0.6})
('kenneth leithwood', 'pisa', {'weight': 0.6})
('kenneth leithwood', 'france', {'weight': 0.6})
('kenneth leithwood', 'harold j. noah', {'weight': 0.6})
('kenneth leithwood', 'international education', {'weight': 0.6})
('kenneth leithwood', 'international society for comparative adult education', {'weight': 0.6})
('kenneth leithwood', 'world council for comparative education societies', {'weight': 0.6})
('kenneth leithwood', 'john w. meyer', {'weight': 0.6})
('kenneth leithwood', 'kenneth leithwood', {'weight': 1})
('kenneth leithwood', 'authority control', {'weight': 0.6})
('kenneth leithwood', 'david g. hebert', {'weight': 0.6})
('kenneth leithwood', 'torsten husen', {'weight': 0.6})
('kenneth leithwood', 'secondary education', {'weight': 0.6})
('kenneth leithwood', 'unesco', {'weight': 0.6})
('kenneth leithwood', 'andy hargreaves (academic)', {'weight': 0.6})
('kenneth leithwood', 'comparative sociology', {'weight': 0.6})
('kenneth leithwood', 'national diet library', {'weight': 0.6})
('kenneth leithwood', 'mark bray', {'weight': 0.6})
('kenneth leithwood', 'current issues in comparative education', {'weight': 0.6})
('kenneth leithwood', 'comparative education review', {'weight': 0.6})
('authority control', 'nicholas burbules', {'weight': 0.6})
('authority control', 'united states', {'weight': 0.6})
('authority control', 'comparative research', {'weight': 0.6})
('authority control', 'timss', {'weight': 0.6})
('authority control', 'japan', {'weight': 0.6})
('authority control', 'education', {'weight': 0.6})
('authority control', 'world council for comparative education societies', {'weight': 0.6})
('authority control', 'library classification', {'weight': 0.7})
('authority control', 'carlos alberto torres (academic)', {'weight': 0.6})
('authority control', 'pisa', {'weight': 0.6})
('authority control', 'france', {'weight': 0.6})
('authority control', 'harold j. noah', {'weight': 0.6})
('authority control', 'international education', {'weight': 0.6})
('authority control', 'international society for comparative adult education', {'weight': 0.6})
('authority control', 'fernando reimers', {'weight': 0.6})
('authority control', 'library of congress classification', {'weight': 0.7})
('authority control', 'john w. meyer', {'weight': 0.6})
('authority control', 'kenneth leithwood', {'weight': 0.6})
('authority control', 'metadata', {'weight': 0.5})
('authority control', 'authority control', {'weight': 1})
('authority control', 'david g. hebert', {'weight': 0.6})
('authority control', 'torsten husen', {'weight': 0.6})
('authority control', 'secondary education', {'weight': 0.6})
('authority control', 'unesco', {'weight': 0.6})
('authority control', 'andy hargreaves (academic)', {'weight': 0.6})
('authority control', 'comparative sociology', {'weight': 0.6})
('authority control', 'researcherid', {'weight': 0.7})
('authority control', 'national diet library', {'weight': 0.6})
('authority control', 'dewey decimal classification', {'weight': 0.7})
('authority control', 'mark bray', {'weight': 0.6})
('authority control', 'current issues in comparative education', {'weight': 0.6})
('authority control', 'simple knowledge organization system', {'weight': 0.7})
('authority control', 'library science', {'weight': 0.5})
('authority control', 'library cataloging and classification', {'weight': 0.5})
('authority control', 'ontology (information science)', {'weight': 0.7})
('authority control', 'comparative education review', {'weight': 0.6})
('authority control', 'integrated authority file', {'weight': 0.7})
('authority control', 'knowledge organization systems', {'weight': 0.7})
('authority control', 'registration authority', {'weight': 0.7})
('secondary education', 'nicholas burbules', {'weight': 0.6})
('secondary education', 'list of the oldest schools in the world', {'weight': 0.7})
('secondary education', 'united states', {'weight': 0.6})
('secondary education', 'comparative research', {'weight': 0.6})
('secondary education', 'timss', {'weight': 0.6})
('secondary education', 'japan', {'weight': 0.6})
('secondary education', 'education', {'weight': 0.6})
('secondary education', 'fernando reimers', {'weight': 0.6})
('secondary education', 'schools portal', {'weight': 0.7})
('secondary education', 'carlos alberto torres (academic)', {'weight': 0.6})
('secondary education', 'list of schools by country', {'weight': 0.7})
('secondary education', 'pisa', {'weight': 0.6})
('secondary education', 'france', {'weight': 0.6})
('secondary education', 'harold j. noah', {'weight': 0.6})
('secondary education', 'international education', {'weight': 0.6})
('secondary education', 'international society for comparative adult education', {'weight': 0.6})
('secondary education', 'world council for comparative education societies', {'weight': 0.6})
('secondary education', 'john w. meyer', {'weight': 0.6})
('secondary education', 'kenneth leithwood', {'weight': 0.6})
('secondary education', 'authority control', {'weight': 0.6})
('secondary education', 'david g. hebert', {'weight': 0.6})
('secondary education', 'torsten husen', {'weight': 0.6})
('secondary education', 'category:secondary education by country', {'weight': 0.7})
('secondary education', 'secondary education', {'weight': 1})
('secondary education', 'list of colleges and universities by country', {'weight': 0.7})
('secondary education', 'unesco', {'weight': 0.6})
('secondary education', 'andy hargreaves (academic)', {'weight': 0.6})
('secondary education', 'comparative sociology', {'weight': 0.6})
('secondary education', 'national diet library', {'weight': 0.6})
('secondary education', 'mark bray', {'weight': 0.6})
('secondary education', 'educational stages', {'weight': 0.5})
('secondary education', 'education index', {'weight': 0.7})
('secondary education', 'current issues in comparative education', {'weight': 0.6})
('secondary education', 'comparative education review', {'weight': 0.6})
('national diet library', 'nicholas burbules', {'weight': 0.6})
('national diet library', 'united states', {'weight': 0.6})
('national diet library', 'comparative research', {'weight': 0.6})
('national diet library', 'timss', {'weight': 0.6})
('national diet library', 'japan', {'weight': 0.6})
('national diet library', 'education', {'weight': 0.6})
('national diet library', 'fernando reimers', {'weight': 0.6})
('national diet library', 'carlos alberto torres (academic)', {'weight': 0.6})
('national diet library', 'pisa', {'weight': 0.6})
('national diet library', 'france', {'weight': 0.6})
('national diet library', 'harold j. noah', {'weight': 0.6})
('national diet library', 'international education', {'weight': 0.6})
('national diet library', 'international society for comparative adult education', {'weight': 0.6})
('national diet library', 'world council for comparative education societies', {'weight': 0.6})
('national diet library', 'john w. meyer', {'weight': 0.6})
('national diet library', 'kenneth leithwood', {'weight': 0.6})
('national diet library', 'authority control', {'weight': 0.6})
('national diet library', 'david g. hebert', {'weight': 0.6})
('national diet library', 'torsten husen', {'weight': 0.6})
('national diet library', 'secondary education', {'weight': 0.6})
('national diet library', 'unesco', {'weight': 0.6})
('national diet library', 'andy hargreaves (academic)', {'weight': 0.6})
('national diet library', 'comparative sociology', {'weight': 0.6})
('national diet library', 'national diet library', {'weight': 1})
('national diet library', 'mark bray', {'weight': 0.6})
('national diet library', 'current issues in comparative education', {'weight': 0.6})
('national diet library', 'comparative education review', {'weight': 0.6})
('education by subject', 'nicholas burbules', {'weight': 0.6})
('education by subject', 'united states', {'weight': 0.6})
('education by subject', 'comparative research', {'weight': 0.6})
('education by subject', 'timss', {'weight': 0.6})
('education by subject', 'japan', {'weight': 0.6})
('education by subject', 'education', {'weight': 0.6})
('education by subject', 'fernando reimers', {'weight': 0.6})
('education by subject', 'carlos alberto torres (academic)', {'weight': 0.6})
('education by subject', 'pisa', {'weight': 0.6})
('education by subject', 'france', {'weight': 0.6})
('education by subject', 'harold j. noah', {'weight': 0.6})
('education by subject', 'international education', {'weight': 0.6})
('education by subject', 'international society for comparative adult education', {'weight': 0.6})
('education by subject', 'world council for comparative education societies', {'weight': 0.6})
('education by subject', 'john w. meyer', {'weight': 0.6})
('education by subject', 'kenneth leithwood', {'weight': 0.6})
('education by subject', 'authority control', {'weight': 0.6})
('education by subject', 'david g. hebert', {'weight': 0.6})
('education by subject', 'torsten husen', {'weight': 0.6})
('education by subject', 'secondary education', {'weight': 0.6})
('education by subject', 'unesco', {'weight': 0.6})
('education by subject', 'andy hargreaves (academic)', {'weight': 0.6})
('education by subject', 'comparative sociology', {'weight': 0.6})
('education by subject', 'national diet library', {'weight': 0.6})
('education by subject', 'mark bray', {'weight': 0.6})
('education by subject', 'current issues in comparative education', {'weight': 0.6})
('education by subject', 'comparative education review', {'weight': 0.6})
('nicholas burbules', 'nicholas burbules', {'weight': 1})
('nicholas burbules', 'united states', {'weight': 0.6})
('nicholas burbules', 'comparative research', {'weight': 0.6})
('nicholas burbules', 'timss', {'weight': 0.6})
('nicholas burbules', 'japan', {'weight': 0.6})
('nicholas burbules', 'education', {'weight': 0.6})
('nicholas burbules', 'fernando reimers', {'weight': 0.6})
('nicholas burbules', 'carlos alberto torres (academic)', {'weight': 0.6})
('nicholas burbules', 'pisa', {'weight': 0.6})
('nicholas burbules', 'france', {'weight': 0.6})
('nicholas burbules', 'harold j. noah', {'weight': 0.6})
('nicholas burbules', 'international education', {'weight': 0.6})
('nicholas burbules', 'international society for comparative adult education', {'weight': 0.6})
('nicholas burbules', 'world council for comparative education societies', {'weight': 0.6})
('nicholas burbules', 'john w. meyer', {'weight': 0.6})
('nicholas burbules', 'kenneth leithwood', {'weight': 0.6})
('nicholas burbules', 'authority control', {'weight': 0.6})
('nicholas burbules', 'david g. hebert', {'weight': 0.6})
('nicholas burbules', 'torsten husen', {'weight': 0.6})
('nicholas burbules', 'secondary education', {'weight': 0.6})
('nicholas burbules', 'unesco', {'weight': 0.6})
('nicholas burbules', 'andy hargreaves (academic)', {'weight': 0.6})
('nicholas burbules', 'comparative sociology', {'weight': 0.6})
('nicholas burbules', 'national diet library', {'weight': 0.6})
('nicholas burbules', 'mark bray', {'weight': 0.6})
('nicholas burbules', 'current issues in comparative education', {'weight': 0.6})
('nicholas burbules', 'comparative education review', {'weight': 0.6})
('united states', 'north america portal', {'weight': 0.7})
('united states', 'federal constitutional republics', {'weight': 0.5})
('united states', 'list of metropolitan areas of the united states', {'weight': 0.7})
('united states', 'list of wars involving the united states', {'weight': 0.7})
('united states', 'united states', {'weight': 1})
('united states', 'comparative research', {'weight': 0.6})
('united states', 'english-speaking countries and territories', {'weight': 0.5})
('united states', 'japan', {'weight': 0.6})
('united states', 'timss', {'weight': 0.6})
('united states', 'education', {'weight': 0.6})
('united states', 'andy hargreaves (academic)', {'weight': 0.6})
('united states', '1776 establishments in the united states', {'weight': 0.5})
('united states', 'liberal democracies', {'weight': 0.5})
('united states', 'member states of the united nations', {'weight': 0.5})
('united states', 'carlos alberto torres (academic)', {'weight': 0.6})
('united states', 'nicholas burbules', {'weight': 0.6})
('united states', 'national symbols of the united states', {'weight': 0.7})
('united states', 'list of united states cities by population', {'weight': 0.7})
('united states', 'fernando reimers', {'weight': 0.6})
('united states', 'states and territories established in 1776', {'weight': 0.5})
('united states', 'pisa', {'weight': 0.6})
('united states', 'france', {'weight': 0.6})
('united states', 'harold j. noah', {'weight': 0.6})
('united states', 'international education', {'weight': 0.6})
('united states', 'g8 nations', {'weight': 0.5})
('united states', 'world council for comparative education societies', {'weight': 0.6})
('united states', 'g7 nations', {'weight': 0.5})
('united states', 'john w. meyer', {'weight': 0.6})
('united states', 'kenneth leithwood', {'weight': 0.6})
('united states', 'david g. hebert', {'weight': 0.6})
('united states', 'authority control', {'weight': 0.6})
('united states', 'superpowers', {'weight': 0.5})
('united states', 'torsten husen', {'weight': 0.6})
('united states', 'former british colonies', {'weight': 0.5})
('united states', 'republics', {'weight': 0.5})
('united states', 'secondary education', {'weight': 0.6})
('united states', 'outline of the united states', {'weight': 0.7})
('united states', 'list of states and territories of the united states', {'weight': 0.7})
('united states', 'unesco', {'weight': 0.6})
('united states', 'g20 nations', {'weight': 0.5})
('united states', 'comparative sociology', {'weight': 0.6})
('united states', 'united states portal', {'weight': 0.7})
('united states', 'former confederations', {'weight': 0.5})
('united states', 'index of united states-related articles', {'weight': 0.7})
('united states', 'national diet library', {'weight': 0.6})
('united states', 'mark bray', {'weight': 0.6})
('united states', 'current issues in comparative education', {'weight': 0.6})
('united states', 'international society for comparative adult education', {'weight': 0.6})
('united states', 'member states of nato', {'weight': 0.5})
('united states', 'comparative education review', {'weight': 0.6})
('andy hargreaves (academic)', 'nicholas burbules', {'weight': 0.6})
('andy hargreaves (academic)', 'united states', {'weight': 0.6})
('andy hargreaves (academic)', 'comparative research', {'weight': 0.6})
('andy hargreaves (academic)', 'timss', {'weight': 0.6})
