('psychological resistance', 'dry january', {'weight': 0.6})
('psychological resistance', 'nar-anon', {'weight': 0.6})
('psychological resistance', 'binghamton', {'weight': 0.6})
('psychological resistance', 'ethanol', {'weight': 0.6})
('psychological resistance', 'blood alcohol content', {'weight': 0.6})
('psychological resistance', 'clinical depression', {'weight': 0.6})
('psychological resistance', 'codependence', {'weight': 0.6})
('psychological resistance', 'mental retardation', {'weight': 0.6})
('psychological resistance', 'depressant', {'weight': 0.6})
('psychological resistance', 'neglect', {'weight': 0.6})
('psychological resistance', 'religion and alcohol', {'weight': 0.6})
('psychological resistance', 'alcohol and weight', {'weight': 0.6})
('psychological resistance', 'binge drinking', {'weight': 0.6})
('psychological resistance', 'national association for children of alcoholics (disambiguation)', {'weight': 0.6})
('psychological resistance', 'recommended maximum intake of alcoholic beverages', {'weight': 0.6})
('psychological resistance', 'alcohol tolerance', {'weight': 0.6})
('psychological resistance', 'alcohol detoxification', {'weight': 0.6})
('psychological resistance', 'black market', {'weight': 0.6})
('psychological resistance', 'psychalive', {'weight': 0.7})
('psychological resistance', 'international standard book number', {'weight': 0.6})
('psychological resistance', 'iq', {'weight': 0.6})
('psychological resistance', 'alcohol and sex', {'weight': 0.6})
('psychological resistance', 'murray bowen', {'weight': 0.6})
('psychological resistance', 'disease model of addiction', {'weight': 0.6})
('psychological resistance', 'child abuse', {'weight': 0.6})
('psychological resistance', 'sobriety', {'weight': 0.6})
('psychological resistance', 'job interview', {'weight': 0.6})
('psychological resistance', 'al-anon/alateen', {'weight': 0.6})
('psychological resistance', 'self-esteem', {'weight': 0.6})
('psychological resistance', 'salvia divinorum', {'weight': 0.6})
('psychological resistance', 'anxiety', {'weight': 0.6})
('psychological resistance', 'french paradox', {'weight': 0.6})
('psychological resistance', 'defence mechanisms', {'weight': 0.5})
('psychological resistance', 'physical dependence', {'weight': 0.6})
('psychological resistance', 'dysfunctional family', {'weight': 0.6})
('psychological resistance', 'rockville, md', {'weight': 0.6})
('psychological resistance', 'gin lane', {'weight': 0.6})
('psychological resistance', 'interpersonal conflict', {'weight': 0.5})
('psychological resistance', 'addiction medicine', {'weight': 0.6})
('psychological resistance', 'long-term impact of alcohol on the brain', {'weight': 0.6})
('psychological resistance', 'high-functioning alcoholic', {'weight': 0.6})
('psychological resistance', 'driving under the influence', {'weight': 0.6})
('psychological resistance', 'oclc', {'weight': 0.6})
('psychological resistance', 'pigovian tax', {'weight': 0.6})
('psychological resistance', 'dual diagnosis', {'weight': 0.6})
('psychological resistance', 'pubmed identifier', {'weight': 0.6})
('psychological resistance', 'long-term effects of alcohol', {'weight': 0.6})
('psychological resistance', 'blackout (alcohol-related amnesia)', {'weight': 0.6})
('psychological resistance', 'short-term effects of alcohol', {'weight': 0.6})
('psychological resistance', 'christian views on alcohol', {'weight': 0.6})
('psychological resistance', 'fetal alcohol syndrome', {'weight': 0.6})
('psychological resistance', 'rum-running', {'weight': 0.6})
('psychological resistance', 'domestic violence', {'weight': 0.6})
('psychological resistance', 'mood disorder', {'weight': 0.6})
('psychological resistance', 'alcohol and breast cancer', {'weight': 0.6})
('psychological resistance', 'psychedelic drug', {'weight': 0.6})
('psychological resistance', 'ibogaine', {'weight': 0.6})
('psychological resistance', 'psychology', {'weight': 0.6})
('psychological resistance', 'moonshine', {'weight': 0.6})
('psychological resistance', 'sedative', {'weight': 0.6})
('psychological resistance', 'hypnotic', {'weight': 0.6})
('psychological resistance', 'ban on caffeinated alcoholic beverages', {'weight': 0.6})
('psychological resistance', 'psychiatry', {'weight': 0.6})
('psychological resistance', 'list of iarc group 1 carcinogens', {'weight': 0.6})
('psychological resistance', 'drinking game', {'weight': 0.6})
('alcohol and health', 'dry january', {'weight': 0.6})
('alcohol and health', 'william hogarth', {'weight': 0.6})
('alcohol and health', 'psychological resistance', {'weight': 0.6})
('alcohol and health', 'alcohol and health', {'weight': 1})
('alcohol and health', 'alcohol in the bible', {'weight': 0.6})
('alcohol and health', 'concordance (genetics)', {'weight': 0.6})
('alcohol and health', 'alcohol education', {'weight': 0.6})
('alcohol and health', 'long-term effects of alcohol consumption', {'weight': 0.7})
('alcohol and health', 'alcoholism', {'weight': 0.6})
('alcohol and health', 'depression (mood)', {'weight': 0.6})
('alcohol and health', 'alcohol advertising on college campuses', {'weight': 0.6})
('alcohol and health', '0-0-1-3', {'weight': 0.6})
('alcohol and health', 'alcohol and cancer', {'weight': 0.6})
('alcohol and health', 'chicago, il', {'weight': 0.6})
('alcohol and health', 'alcoholic beverage', {'weight': 0.7})
('alcohol and health', 'islamic dietary laws', {'weight': 0.6})
('alcohol and health', 'digital object identifier', {'weight': 0.6})
('alcohol and health', 'pregaming', {'weight': 0.6})
('alcohol and health', 'anxiolytic', {'weight': 0.6})
('alcohol and health', 'alcohol use and sleep', {'weight': 0.6})
('alcohol and health', 'alcohol and native americans', {'weight': 0.6})
('alcohol and health', 'international standard serial number', {'weight': 0.6})
('alcohol and health', 'dionysian mysteries', {'weight': 0.6})
('alcohol and health', 'alcohol advertising', {'weight': 0.6})
('alcohol and health', 'alcoholics anonymous', {'weight': 0.6})
('alcohol and health', 'sober companion', {'weight': 0.6})
('alcohol and health', 'self-medication', {'weight': 0.6})
('alcohol and health', 'college student alcoholism', {'weight': 0.6})
('alcohol and health', 'alcohol server training', {'weight': 0.6})
('alcohol and health', 'sin tax', {'weight': 0.6})
('alcohol and health', 'adult children of alcoholics', {'weight': 0.6})
('alcohol and health', 'drunkorexia', {'weight': 0.6})
('alcohol and health', 'drug rehabilitation', {'weight': 0.6})
('alcohol and health', 'substance dependence', {'weight': 0.6})
('alcohol and health', 'substance abuse prevention', {'weight': 0.6})
('alcohol and health', 'euphoriant', {'weight': 0.6})
('alcohol and health', 'impact of alcohol on aging', {'weight': 0.6})
('alcohol and health', 'contemporary family therapy', {'weight': 0.6})
('alcohol and health', 'nar-anon', {'weight': 0.6})
('alcohol and health', 'binghamton', {'weight': 0.6})
('alcohol and health', 'ethanol', {'weight': 0.6})
('alcohol and health', 'blood alcohol content', {'weight': 0.6})
('alcohol and health', 'clinical depression', {'weight': 0.6})
('alcohol and health', 'codependence', {'weight': 0.6})
('alcohol and health', 'mental retardation', {'weight': 0.6})
('alcohol and health', 'depressant', {'weight': 0.6})
('alcohol and health', 'neglect', {'weight': 0.6})
('alcohol and health', 'religion and alcohol', {'weight': 0.6})
('alcohol and health', 'alcohol and weight', {'weight': 0.6})
('alcohol and health', 'binge drinking', {'weight': 0.6})
('alcohol and health', 'national association for children of alcoholics (disambiguation)', {'weight': 0.6})
('alcohol and health', 'recommended maximum intake of alcoholic beverages', {'weight': 0.6})
('alcohol and health', 'alcohol tolerance', {'weight': 0.6})
('alcohol and health', 'alcohol detoxification', {'weight': 0.6})
('alcohol and health', 'black market', {'weight': 0.6})
('alcohol and health', 'international standard book number', {'weight': 0.6})
('alcohol and health', 'iq', {'weight': 0.6})
('alcohol and health', 'alcohol and sex', {'weight': 0.6})
('alcohol and health', 'murray bowen', {'weight': 0.6})
('alcohol and health', 'disease model of addiction', {'weight': 0.6})
('alcohol and health', 'child abuse', {'weight': 0.6})
('alcohol and health', 'sobriety', {'weight': 0.6})
('alcohol and health', 'job interview', {'weight': 0.6})
('alcohol and health', 'al-anon/alateen', {'weight': 0.6})
('alcohol and health', 'self-esteem', {'weight': 0.6})
('alcohol and health', 'salvia divinorum', {'weight': 0.6})
('alcohol and health', 'anxiety', {'weight': 0.6})
('alcohol and health', 'french paradox', {'weight': 0.6})
('alcohol and health', 'physical dependence', {'weight': 0.6})
('alcohol and health', 'dysfunctional family', {'weight': 0.6})
('alcohol and health', 'rockville, md', {'weight': 0.6})
('alcohol and health', 'gin lane', {'weight': 0.6})
('alcohol and health', 'addiction medicine', {'weight': 0.6})
('alcohol and health', 'long-term impact of alcohol on the brain', {'weight': 0.6})
('alcohol and health', 'high-functioning alcoholic', {'weight': 0.6})
('alcohol and health', 'driving under the influence', {'weight': 0.6})
('alcohol and health', 'oclc', {'weight': 0.6})
('alcohol and health', 'pigovian tax', {'weight': 0.6})
('alcohol and health', 'dual diagnosis', {'weight': 0.6})
('alcohol and health', 'pubmed identifier', {'weight': 0.6})
('alcohol and health', 'long-term effects of alcohol', {'weight': 0.6})
('alcohol and health', 'blackout (alcohol-related amnesia)', {'weight': 0.6})
('alcohol and health', 'short-term effects of alcohol', {'weight': 0.7})
('alcohol and health', 'christian views on alcohol', {'weight': 0.6})
('alcohol and health', 'fetal alcohol syndrome', {'weight': 0.6})
('alcohol and health', 'rum-running', {'weight': 0.6})
('alcohol and health', 'domestic violence', {'weight': 0.6})
('alcohol and health', 'mood disorder', {'weight': 0.6})
('alcohol and health', 'alcohol and breast cancer', {'weight': 0.6})
('alcohol and health', 'psychedelic drug', {'weight': 0.6})
('alcohol and health', 'ibogaine', {'weight': 0.6})
('alcohol and health', 'psychology', {'weight': 0.6})
('alcohol and health', 'moonshine', {'weight': 0.6})
('alcohol and health', 'sedative', {'weight': 0.6})
('alcohol and health', 'hypnotic', {'weight': 0.6})
('alcohol and health', 'ban on caffeinated alcoholic beverages', {'weight': 0.6})
('alcohol and health', 'psychiatry', {'weight': 0.6})
('alcohol and health', 'list of iarc group 1 carcinogens', {'weight': 0.6})
('alcohol and health', 'drinking game', {'weight': 0.6})
('alcohol and cancer', 'dry january', {'weight': 0.6})
('alcohol and cancer', 'william hogarth', {'weight': 0.6})
('alcohol and cancer', 'psychological resistance', {'weight': 0.6})
('alcohol and cancer', 'alcohol and health', {'weight': 0.6})
('alcohol and cancer', 'alcohol in the bible', {'weight': 0.6})
('alcohol and cancer', 'concordance (genetics)', {'weight': 0.6})
('alcohol and cancer', 'alcohol education', {'weight': 0.6})
('alcohol and cancer', 'alcoholism', {'weight': 0.6})
('alcohol and cancer', 'depression (mood)', {'weight': 0.6})
('alcohol and cancer', 'alcohol advertising on college campuses', {'weight': 0.6})
('alcohol and cancer', '0-0-1-3', {'weight': 0.6})
('alcohol and cancer', 'alcohol and cancer', {'weight': 1})
('alcohol and cancer', 'chicago, il', {'weight': 0.6})
('alcohol and cancer', 'alcoholic beverage', {'weight': 0.6})
('alcohol and cancer', 'islamic dietary laws', {'weight': 0.6})
('alcohol and cancer', 'digital object identifier', {'weight': 0.6})
('alcohol and cancer', 'alcohol abuse', {'weight': 0.5})
('alcohol and cancer', 'anxiolytic', {'weight': 0.6})
('alcohol and cancer', 'alcohol use and sleep', {'weight': 0.6})
('alcohol and cancer', 'alcohol and native americans', {'weight': 0.6})
('alcohol and cancer', 'international standard serial number', {'weight': 0.6})
('alcohol and cancer', 'carcinogens', {'weight': 0.5})
('alcohol and cancer', 'dionysian mysteries', {'weight': 0.6})
('alcohol and cancer', 'alcohol advertising', {'weight': 0.6})
('alcohol and cancer', 'alcoholics anonymous', {'weight': 0.6})
('alcohol and cancer', 'sober companion', {'weight': 0.6})
('alcohol and cancer', 'self-medication', {'weight': 0.6})
('alcohol and cancer', 'college student alcoholism', {'weight': 0.6})
('alcohol and cancer', 'alcohol server training', {'weight': 0.6})
('alcohol and cancer', 'sin tax', {'weight': 0.6})
('alcohol and cancer', 'adult children of alcoholics', {'weight': 0.6})
('alcohol and cancer', 'drunkorexia', {'weight': 0.6})
('alcohol and cancer', 'drug rehabilitation', {'weight': 0.6})
('alcohol and cancer', 'substance dependence', {'weight': 0.6})
('alcohol and cancer', 'substance abuse prevention', {'weight': 0.6})
('alcohol and cancer', 'euphoriant', {'weight': 0.6})
('alcohol and cancer', 'impact of alcohol on aging', {'weight': 0.6})
('alcohol and cancer', 'contemporary family therapy', {'weight': 0.6})
('alcohol and cancer', 'cancer research', {'weight': 0.5})
('alcohol and cancer', 'nar-anon', {'weight': 0.6})
('alcohol and cancer', 'binghamton', {'weight': 0.6})
('alcohol and cancer', 'ethanol', {'weight': 0.6})
('alcohol and cancer', 'blood alcohol content', {'weight': 0.6})
('alcohol and cancer', 'clinical depression', {'weight': 0.6})
('alcohol and cancer', 'codependence', {'weight': 0.6})
('alcohol and cancer', 'mental retardation', {'weight': 0.6})
('alcohol and cancer', 'depressant', {'weight': 0.6})
('alcohol and cancer', 'neglect', {'weight': 0.6})
('alcohol and cancer', 'cancer', {'weight': 0.5})
('alcohol and cancer', 'religion and alcohol', {'weight': 0.6})
('alcohol and cancer', 'alcohol and weight', {'weight': 0.6})
('alcohol and cancer', 'binge drinking', {'weight': 0.6})
('alcohol and cancer', 'national association for children of alcoholics (disambiguation)', {'weight': 0.6})
('alcohol and cancer', 'recommended maximum intake of alcoholic beverages', {'weight': 0.6})
('alcohol and cancer', 'alcohol tolerance', {'weight': 0.6})
('alcohol and cancer', 'alcohol detoxification', {'weight': 0.6})
('alcohol and cancer', 'black market', {'weight': 0.6})
('alcohol and cancer', 'international standard book number', {'weight': 0.6})
('alcohol and cancer', 'iq', {'weight': 0.6})
('alcohol and cancer', 'alcohol and sex', {'weight': 0.6})
('alcohol and cancer', 'murray bowen', {'weight': 0.6})
('alcohol and cancer', 'disease model of addiction', {'weight': 0.6})
('alcohol and cancer', 'child abuse', {'weight': 0.6})
('alcohol and cancer', 'sobriety', {'weight': 0.6})
('alcohol and cancer', 'job interview', {'weight': 0.6})
('alcohol and cancer', 'al-anon/alateen', {'weight': 0.6})
('alcohol and cancer', 'self-esteem', {'weight': 0.6})
('alcohol and cancer', 'salvia divinorum', {'weight': 0.6})
('alcohol and cancer', 'anxiety', {'weight': 0.6})
('alcohol and cancer', 'french paradox', {'weight': 0.6})
('alcohol and cancer', 'risk factors', {'weight': 0.5})
('alcohol and cancer', 'physical dependence', {'weight': 0.6})
('alcohol and cancer', 'dysfunctional family', {'weight': 0.6})
('alcohol and cancer', 'rockville, md', {'weight': 0.6})
('alcohol and cancer', 'gin lane', {'weight': 0.6})
('alcohol and cancer', 'addiction medicine', {'weight': 0.6})
('alcohol and cancer', 'long-term impact of alcohol on the brain', {'weight': 0.6})
('alcohol and cancer', 'high-functioning alcoholic', {'weight': 0.6})
('alcohol and cancer', 'driving under the influence', {'weight': 0.6})
('alcohol and cancer', 'oclc', {'weight': 0.6})
('alcohol and cancer', 'pigovian tax', {'weight': 0.6})
('alcohol and cancer', 'dual diagnosis', {'weight': 0.6})
('alcohol and cancer', 'pubmed identifier', {'weight': 0.6})
('alcohol and cancer', 'long-term effects of alcohol', {'weight': 0.6})
('alcohol and cancer', 'blackout (alcohol-related amnesia)', {'weight': 0.6})
('alcohol and cancer', 'short-term effects of alcohol', {'weight': 0.6})
('alcohol and cancer', 'christian views on alcohol', {'weight': 0.6})
('alcohol and cancer', 'fetal alcohol syndrome', {'weight': 0.6})
('alcohol and cancer', 'rum-running', {'weight': 0.6})
('alcohol and cancer', 'domestic violence', {'weight': 0.6})
('alcohol and cancer', 'mood disorder', {'weight': 0.6})
('alcohol and cancer', 'alcohol and breast cancer', {'weight': 0.6})
('alcohol and cancer', 'psychedelic drug', {'weight': 0.6})
('alcohol and cancer', 'ibogaine', {'weight': 0.6})
('alcohol and cancer', 'iarc group 1 carcinogens', {'weight': 0.5})
('alcohol and cancer', 'psychology', {'weight': 0.6})
('alcohol and cancer', 'moonshine', {'weight': 0.6})
('alcohol and cancer', 'sedative', {'weight': 0.6})
('alcohol and cancer', 'hypnotic', {'weight': 0.6})
('alcohol and cancer', 'ban on caffeinated alcoholic beverages', {'weight': 0.6})
('alcohol and cancer', 'psychiatry', {'weight': 0.6})
('alcohol and cancer', 'list of iarc group 1 carcinogens', {'weight': 0.6})
('alcohol and cancer', 'drinking game', {'weight': 0.6})
('alcohol and cancer', 'pregaming', {'weight': 0.6})
('chicago, il', 'dry january', {'weight': 0.6})
('chicago, il', 'william hogarth', {'weight': 0.6})
('chicago, il', 'psychological resistance', {'weight': 0.6})
('chicago, il', 'alcohol and health', {'weight': 0.6})
('chicago, il', 'alcohol in the bible', {'weight': 0.6})
('chicago, il', 'concordance (genetics)', {'weight': 0.6})
('chicago, il', 'alcohol education', {'weight': 0.6})
('chicago, il', 'alcoholism', {'weight': 0.6})
('chicago, il', 'depression (mood)', {'weight': 0.6})
('chicago, il', 'alcohol advertising on college campuses', {'weight': 0.6})
('chicago, il', '0-0-1-3', {'weight': 0.6})
('chicago, il', 'alcohol and cancer', {'weight': 0.6})
('chicago, il', 'chicago, il', {'weight': 1})
('chicago, il', 'alcoholic beverage', {'weight': 0.6})
('chicago, il', 'islamic dietary laws', {'weight': 0.6})
('chicago, il', 'digital object identifier', {'weight': 0.6})
('chicago, il', 'pregaming', {'weight': 0.6})
('chicago, il', 'anxiolytic', {'weight': 0.6})
('chicago, il', 'alcohol use and sleep', {'weight': 0.6})
('chicago, il', 'alcohol and native americans', {'weight': 0.6})
('chicago, il', 'international standard serial number', {'weight': 0.6})
('chicago, il', 'dionysian mysteries', {'weight': 0.6})
('chicago, il', 'alcohol advertising', {'weight': 0.6})
('chicago, il', 'alcoholics anonymous', {'weight': 0.6})
('chicago, il', 'sober companion', {'weight': 0.6})
('chicago, il', 'self-medication', {'weight': 0.6})
('chicago, il', 'college student alcoholism', {'weight': 0.6})
('chicago, il', 'alcohol server training', {'weight': 0.6})
('chicago, il', 'sin tax', {'weight': 0.6})
('chicago, il', 'adult children of alcoholics', {'weight': 0.6})
('chicago, il', 'drunkorexia', {'weight': 0.6})
('chicago, il', 'drug rehabilitation', {'weight': 0.6})
('chicago, il', 'substance dependence', {'weight': 0.6})
('chicago, il', 'substance abuse prevention', {'weight': 0.6})
('chicago, il', 'euphoriant', {'weight': 0.6})
('chicago, il', 'impact of alcohol on aging', {'weight': 0.6})
('chicago, il', 'contemporary family therapy', {'weight': 0.6})
('chicago, il', 'nar-anon', {'weight': 0.6})
('chicago, il', 'binghamton', {'weight': 0.6})
('chicago, il', 'ethanol', {'weight': 0.6})
('chicago, il', 'blood alcohol content', {'weight': 0.6})
('chicago, il', 'clinical depression', {'weight': 0.6})
('chicago, il', 'codependence', {'weight': 0.6})
('chicago, il', 'mental retardation', {'weight': 0.6})
('chicago, il', 'depressant', {'weight': 0.6})
('chicago, il', 'neglect', {'weight': 0.6})
('chicago, il', 'religion and alcohol', {'weight': 0.6})
('chicago, il', 'alcohol and weight', {'weight': 0.6})
('chicago, il', 'binge drinking', {'weight': 0.6})
('chicago, il', 'national association for children of alcoholics (disambiguation)', {'weight': 0.6})
('chicago, il', 'recommended maximum intake of alcoholic beverages', {'weight': 0.6})
('chicago, il', 'alcohol tolerance', {'weight': 0.6})
('chicago, il', 'alcohol detoxification', {'weight': 0.6})
('chicago, il', 'black market', {'weight': 0.6})
('chicago, il', 'international standard book number', {'weight': 0.6})
('chicago, il', 'iq', {'weight': 0.6})
('chicago, il', 'alcohol and sex', {'weight': 0.6})
('chicago, il', 'murray bowen', {'weight': 0.6})
('chicago, il', 'disease model of addiction', {'weight': 0.6})
('chicago, il', 'child abuse', {'weight': 0.6})
('chicago, il', 'sobriety', {'weight': 0.6})
('chicago, il', 'job interview', {'weight': 0.6})
('chicago, il', 'al-anon/alateen', {'weight': 0.6})
('chicago, il', 'self-esteem', {'weight': 0.6})
('chicago, il', 'salvia divinorum', {'weight': 0.6})
('chicago, il', 'anxiety', {'weight': 0.6})
('chicago, il', 'french paradox', {'weight': 0.6})
('chicago, il', 'physical dependence', {'weight': 0.6})
('chicago, il', 'dysfunctional family', {'weight': 0.6})
('chicago, il', 'rockville, md', {'weight': 0.6})
('chicago, il', 'gin lane', {'weight': 0.6})
('chicago, il', 'addiction medicine', {'weight': 0.6})
('chicago, il', 'long-term impact of alcohol on the brain', {'weight': 0.6})
('chicago, il', 'high-functioning alcoholic', {'weight': 0.6})
('chicago, il', 'driving under the influence', {'weight': 0.6})
('chicago, il', 'oclc', {'weight': 0.6})
('chicago, il', 'pigovian tax', {'weight': 0.6})
('chicago, il', 'dual diagnosis', {'weight': 0.6})
('chicago, il', 'pubmed identifier', {'weight': 0.6})
('chicago, il', 'long-term effects of alcohol', {'weight': 0.6})
('chicago, il', 'blackout (alcohol-related amnesia)', {'weight': 0.6})
('chicago, il', 'short-term effects of alcohol', {'weight': 0.6})
('chicago, il', 'christian views on alcohol', {'weight': 0.6})
('chicago, il', 'fetal alcohol syndrome', {'weight': 0.6})
('chicago, il', 'rum-running', {'weight': 0.6})
('chicago, il', 'domestic violence', {'weight': 0.6})
('chicago, il', 'mood disorder', {'weight': 0.6})
('chicago, il', 'alcohol and breast cancer', {'weight': 0.6})
('chicago, il', 'psychedelic drug', {'weight': 0.6})
('chicago, il', 'ibogaine', {'weight': 0.6})
('chicago, il', 'psychology', {'weight': 0.6})
('chicago, il', 'moonshine', {'weight': 0.6})
('chicago, il', 'sedative', {'weight': 0.6})
('chicago, il', 'hypnotic', {'weight': 0.6})
('chicago, il', 'ban on caffeinated alcoholic beverages', {'weight': 0.6})
('chicago, il', 'psychiatry', {'weight': 0.6})
('chicago, il', 'list of iarc group 1 carcinogens', {'weight': 0.6})
('chicago, il', 'drinking game', {'weight': 0.6})
('ibogaine', 'dry january', {'weight': 0.6})
('ibogaine', 'william hogarth', {'weight': 0.6})
('ibogaine', 'psychological resistance', {'weight': 0.6})
('ibogaine', 'vmat inhibitors', {'weight': 0.5})
('ibogaine', 'alcohol and health', {'weight': 0.6})
('ibogaine', 'alcohol in the bible', {'weight': 0.6})
('ibogaine', 'concordance (genetics)', {'weight': 0.6})
('ibogaine', 'alcohol education', {'weight': 0.6})
('ibogaine', 'tabernanthine', {'weight': 0.7})
('ibogaine', 'alcoholism', {'weight': 0.6})
('ibogaine', 'depression (mood)', {'weight': 0.6})
('ibogaine', 'nmda receptor antagonists', {'weight': 0.5})
('ibogaine', 'alcohol advertising on college campuses', {'weight': 0.6})
('ibogaine', '0-0-1-3', {'weight': 0.6})
('ibogaine', 'alcohol and cancer', {'weight': 0.6})
('ibogaine', 'chicago, il', {'weight': 0.6})
('ibogaine', 'alcoholic beverage', {'weight': 0.6})
('ibogaine', 'islamic dietary laws', {'weight': 0.6})
('ibogaine', 'digital object identifier', {'weight': 0.6})
('ibogaine', 'pregaming', {'weight': 0.6})
('ibogaine', 'anxiolytic', {'weight': 0.6})
('ibogaine', 'alcohol use and sleep', {'weight': 0.6})
('ibogaine', 'dream', {'weight': 0.5})
('ibogaine', 'alcohol and native americans', {'weight': 0.6})
('ibogaine', 'international standard serial number', {'weight': 0.6})
('ibogaine', 'dionysian mysteries', {'weight': 0.6})
('ibogaine', 'phenol ethers', {'weight': 0.5})
('ibogaine', 'alcohol advertising', {'weight': 0.6})
('ibogaine', 'alcoholics anonymous', {'weight': 0.6})
('ibogaine', 'oneirogens', {'weight': 0.5})
('ibogaine', 'sober companion', {'weight': 0.6})
('ibogaine', 'self-medication', {'weight': 0.6})
('ibogaine', 'college student alcoholism', {'weight': 0.6})
('ibogaine', 'alcohol server training', {'weight': 0.6})
('ibogaine', 'sin tax', {'weight': 0.6})
('ibogaine', 'adult children of alcoholics', {'weight': 0.6})
('ibogaine', 'drunkorexia', {'weight': 0.6})
('ibogaine', 'drug rehabilitation', {'weight': 0.6})
('ibogaine', 'substance dependence', {'weight': 0.6})
('ibogaine', 'substance abuse prevention', {'weight': 0.6})
('ibogaine', 'euphoriant', {'weight': 0.6})
('ibogaine', 'impact of alcohol on aging', {'weight': 0.6})
('ibogaine', 'contemporary family therapy', {'weight': 0.6})
('ibogaine', 'nar-anon', {'weight': 0.6})
('ibogaine', 'binghamton', {'weight': 0.6})
('ibogaine', 'ethanol', {'weight': 0.6})
('ibogaine', 'sigma agonists', {'weight': 0.5})
('ibogaine', 'blood alcohol content', {'weight': 0.6})
('ibogaine', 'tryptamines', {'weight': 0.5})
('ibogaine', 'clinical depression', {'weight': 0.6})
('ibogaine', 'codependence', {'weight': 0.6})
('ibogaine', 'moonshine', {'weight': 0.6})
('ibogaine', 'mental retardation', {'weight': 0.6})
('ibogaine', 'depressant', {'weight': 0.6})
('ibogaine', 'neglect', {'weight': 0.6})
('ibogaine', 'religion and alcohol', {'weight': 0.6})
('ibogaine', 'alcohol and weight', {'weight': 0.6})
('ibogaine', 'entheogens', {'weight': 0.5})
('ibogaine', 'binge drinking', {'weight': 0.6})
('ibogaine', 'serotonin receptor agonists', {'weight': 0.5})
('ibogaine', 'national association for children of alcoholics (disambiguation)', {'weight': 0.6})
('ibogaine', 'recommended maximum intake of alcoholic beverages', {'weight': 0.6})
('ibogaine', 'alcohol tolerance', {'weight': 0.6})
('ibogaine', 'alcohol detoxification', {'weight': 0.6})
('ibogaine', 'black market', {'weight': 0.6})
('ibogaine', 'international standard book number', {'weight': 0.6})
('ibogaine', 'iq', {'weight': 0.6})
('ibogaine', 'alcohol and sex', {'weight': 0.6})
('ibogaine', 'murray bowen', {'weight': 0.6})
('ibogaine', 'disease model of addiction', {'weight': 0.6})
('ibogaine', 'child abuse', {'weight': 0.6})
('ibogaine', 'sobriety', {'weight': 0.6})
('ibogaine', 'job interview', {'weight': 0.6})
('ibogaine', 'al-anon/alateen', {'weight': 0.6})
('ibogaine', 'coronaridine', {'weight': 0.7})
('ibogaine', 'self-esteem', {'weight': 0.6})
('ibogaine', 'nicotinic antagonists', {'weight': 0.5})
('ibogaine', 'salvia divinorum', {'weight': 0.6})
('ibogaine', 'anxiety', {'weight': 0.6})
('ibogaine', 'french paradox', {'weight': 0.6})
('ibogaine', 'physical dependence', {'weight': 0.6})
('ibogaine', 'dysfunctional family', {'weight': 0.6})
('ibogaine', 'rockville, md', {'weight': 0.6})
('ibogaine', 'oclc', {'weight': 0.6})
